idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
11202,1120201,1120201,-9,-9,-9,2021,1,46,0,0,0,1,1,-9,0,1,2,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,3,0,352,0,-9,0,0,21.540001,-9,25,3,1,1
3506,350601,350603,-9,350602,350601,2021,0,14,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,537,0,-9,0,0,0,-9,-9,1,0,4
4567,456701,456701,-9,456703,-9,2021,1,45,0,0,0,3,3,-9,0,4,4,7.6799998,7.6799998,0,-9,-9,-999,0,-9,-9,2021,1,40,-9,1,0,221,8.9899998,8.9899998,0,0,379.76999,1,25,1,0,1
2861,286101,286104,-9,286102,286101,2021,0,0,2,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,676,0,-9,0,0,0,-9,-9,1,0,5
2863,286301,286304,-9,286302,286301,2021,0,11,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,280,0,-9,0,0,0,-9,-9,1,0,1
10336,1033601,1033601,-9,1033603,1033602,2021,1,46,0,0,0,1,1,-9,0,4,4,9.6199999,9.7200003,6.71,-9,-9,-999,-9,-9,-9,2021,0,39,-9,1,0,1185,11.04,-9,6.71,0,1259.02,-9,28,1,0,5
5857,585701,585704,-9,-9,585702,2021,0,16,0,1,0,3,3,-9,0,4,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,901,0,-9,0,0,0,-9,-9,1,0,1
10380,1038001,1038002,-9,1038001,-9,2021,0,16,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,36,0,0,0,0,0,2,-9,1,0,5
4050,405003,405004,-9,-9,-9,2021,0,87,0,0,0,3,3,-9,0,4,2,0,.57999998,.57999998,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,499,0,0,.57999998,0,471.73999,4,0,3,0,1
5207,520701,520703,-9,520702,520701,2021,1,2,1,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,2,0,752,0,0,0,0,0,2,-9,1,0,3
13129,1312902,1312902,-9,-9,-9,2021,0,75,0,0,0,3,3,-9,0,4,2,0,5.3400002,5.3400002,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,1262,0,0,5.3400002,0,1293.7,4,-9,1,0,5
6238,623801,623801,-9,-9,-9,2021,1,52,0,1,0,3,3,-9,0,4,5,8.3800001,8.3800001,.63,-9,-9,-999,-9,-9,-9,2021,1,50,-9,1,0,436,19.5,-9,.63,0,1596.38,-9,27,1,0,4
17908,1790801,1790801,-9,-9,-9,2021,0,81,0,0,0,1,1,-9,0,3,2,0,3.74,3.74,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,363,0,-9,3.74,0,2119.9099,-9,40,1,0,1
11582,1158203,1158203,-9,1158201,-9,2021,0,18,0,0,1,1,0,0,0,5,2,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,2,1,1242,0,0,0,0,634.67999,2,-9,1,0,4
12362,1236201,1236201,-9,-9,-9,2021,0,63,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,3,0,732,0,-9,0,0,183.42,-9,-9,1,0,3
2867,286701,286701,-9,-9,-9,2021,0,52,0,0,0,3,3,-9,0,2,2,0,0,0,-9,-9,-999,0,-9,-9,2021,1,0,-9,3,0,1109,0,0,0,0,905.21002,3,34,1,1,4
2867,286702,286702,-9,286701,-9,2021,0,25,0,0,0,3,3,-9,0,4,3,6.1999998,6.1999998,0,-9,-9,-999,0,-9,-9,2021,1,40,-9,1,1,1109,.94,0,0,0,921.32001,3,2,1,0,4
260,26001,26003,-9,26002,26001,2021,1,16,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,1684,0,0,0,0,0,2,-9,1,0,6
4864,486401,486401,-9,-9,486402,2021,1,61,0,0,0,3,3,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,3,0,231,0,-9,0,0,1213.1899,-9,-9,1,0,5
3251,325101,325104,-9,325102,325101,2021,0,10,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,684,0,-9,0,0,0,-9,-9,1,0,3
5411,541103,541104,-9,541102,541101,2021,0,19,0,0,0,2,2,0,0,5,2,0,5.0999999,5.0999999,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,1,1061,0,0,5.0999999,0,1214.35,2,-9,1,0,6
3938,393802,393803,-9,-9,-9,2021,0,82,0,0,0,3,3,-9,0,4,3,0,6.5300002,6.5300002,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,399,0,0,6.5300002,0,2340.6101,4,35,1,0,2
2854,285401,285403,-9,285402,285401,2021,1,16,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,929,0,-9,0,0,0,-9,-9,1,0,6
827,82701,82704,-9,82701,82702,2021,1,15,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,1020,0,0,0,0,0,2,-9,1,0,3
1921,192101,192103,-9,192102,192101,2021,1,9,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,1680,0,0,0,0,0,2,-9,2,0,1
15267,1526701,1526703,-9,1526701,1526702,2021,0,8,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,1584,0,0,0,0,0,2,-9,1,0,6
3335,333502,333503,-9,333502,333501,2021,0,43,0,0,0,2,2,-9,0,1,2,0,6.02,6.02,-9,-9,-999,0,-9,-9,2021,0,0,-9,3,1,3539,0,0,6.02,0,1148.02,3,-9,1,1,6
2851,285101,285101,-9,-9,-9,2021,1,40,0,0,0,3,3,-9,0,4,4,7.5700002,7.5700002,0,-9,-9,-999,-9,-9,-9,2021,0,40,-9,1,0,347,8.7799997,-9,0,0,1281.05,-9,24,1,0,4
18608,1860803,1860804,-9,1860802,1860801,2021,1,35,0,0,0,1,1,-9,0,4,5,7.46,7.48,3.74,-9,-9,-999,0,-9,-9,2021,1,40,-9,1,0,1127,14.49,14.89,3.74,0,986.76001,1,-9,3,0,4
6881,688101,688104,-9,-9,688101,2021,0,0,1,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,2,0,209,0,0,0,0,0,2,-9,1,0,5
2848,284801,284801,-9,-9,-9,2021,1,44,0,0,0,2,2,-9,0,4,3,7.1399999,7.2399998,4.96,-9,-9,-999,0,-9,-9,2021,1,34,-9,1,0,2012,6,6.5999999,4.96,0,906.77002,1,16,1,0,4
16425,1642501,1642501,-9,-9,-9,2021,0,67,0,0,0,1,1,-9,0,5,2,0,4.6900001,4.6900001,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,936,0,-9,4.6900001,0,5643.2402,-9,40,1,0,4
11419,1141901,1141901,-9,-9,-9,2021,1,83,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,4,0,1310,0,-9,0,0,1279.02,-9,45,1,0,5
8490,849001,849001,-9,-9,-9,2021,0,63,0,0,0,1,1,-9,1,3,2,0,4.2199998,4.2199998,-9,-9,-999,-9,-9,-9,2021,1,0,-9,3,0,936,0,-9,4.2199998,0,3261.1201,-9,23,1,0,7
4247,424702,424703,-9,424702,424701,2021,0,23,0,0,1,2,0,0,0,5,2,0,1.98,1.98,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,1,4427,0,0,1.98,0,642.41998,2,-9,1,0,6
6368,636803,636803,-9,636802,-9,2021,0,20,0,0,1,2,0,-9,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,1,202,0,-9,0,0,702,-9,-9,1,0,5
