idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
17888,1788801,1788803,-9,1788801,1788802,2022,0,16,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,571,0,0,0,0,0,2,-9,1,0,5
13105,1310501,1310501,-9,-9,-9,2022,0,63,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,4,0,254,0,-9,0,0,1149.41,-9,48,1,0,5
1773,177301,177301,-9,-9,-9,2022,0,75,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,4,0,621,0,-9,0,0,1701.26,-9,37,1,0,5
880,88001,88001,-9,-9,-9,2022,0,50,0,0,0,2,2,-9,0,5,1,0,0,0,-9,-9,-999,0,-9,-9,2022,1,0,-9,3,0,144,0,0,0,0,976.53998,1,13,1,1,6
7427,742701,742701,-9,-9,-9,2022,0,57,0,0,0,1,1,-9,0,4,5,8.1899996,8.1899996,0,-9,-9,-999,0,-9,-9,2022,0,50,-9,1,0,482,11.42,11.8,0,0,670.90002,1,40,3,0,1
2741,274101,274101,-9,-9,-9,2022,0,41,0,2,0,3,3,-9,0,3,4,7.9499998,8.0699997,5.96,-9,-9,-999,0,-9,-9,2022,1,35,-9,1,0,451,10,9.8299999,5.96,0,1677.28,1,20,1,0,5
8039,803902,803902,-9,-9,-9,2022,1,71,0,0,0,3,3,-9,0,4,2,0,5.4099998,5.4099998,-9,-9,-999,-9,-9,-9,2022,1,0,-9,4,0,439,0,0,5.4099998,0,127.38,4,-9,-9,0,4
5749,574901,574901,-9,-9,-9,2022,0,80,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,4,0,311,0,0,0,0,1144.61,4,-9,1,0,1
5913,591302,591305,-9,591301,591302,2022,0,21,0,0,0,3,3,-9,0,5,2,5.5100002,5.5100002,0,-9,-9,-999,0,-9,-9,2022,1,40,-9,1,1,1422,.77999997,0,0,0,413.48001,3,2,1,0,4
10816,1081602,1081603,-9,1081602,1081601,2022,1,24,0,0,0,2,2,-9,0,4,4,8.29,8.29,0,-9,-9,-999,-9,-9,-9,2022,1,40,-9,1,1,646,6.3000002,-9,0,0,160.64999,-9,0,1,0,2
