idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
17399,1739901,1739903,-9,1739902,1739901,2024,1,11,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2024,1,0,-9,2,0,458,0,0,0,0,0,2,-9,1,0,2
9059,905902,905903,-9,905902,905904,2024,0,27,0,0,0,2,2,-9,0,4,4,7.8000002,7.8000002,0,-9,-9,-999,0,-9,-9,2024,1,20,-9,1,1,421,15.58,0,0,0,692.78998,3,4,3,0,1
11659,1165901,1165903,-9,1165901,1165902,2024,1,16,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2024,1,0,-9,2,0,445,0,0,0,0,0,2,-9,1,0,6
5295,529501,529501,-9,-9,-9,2024,1,70,0,0,0,3,3,-9,0,4,2,0,2.97,2.97,-9,-9,-999,-9,-9,-9,2024,1,0,-9,4,0,360,0,0,2.97,0,830.09998,4,55,1,0,4
11568,1156802,1156802,-9,-9,-9,2024,0,72,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2024,1,0,-9,4,0,604,0,0,0,0,553.01001,4,30,1,0,6
5625,562502,562502,-9,562503,562501,2024,1,44,0,0,0,1,1,-9,0,2,1,0,0,0,-9,-9,-999,0,-9,-9,2024,1,0,-9,3,1,2226,0,0,0,0,1422.3101,1,7,1,1,5
15814,1581401,1581403,-9,1581402,1581401,2024,0,12,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2024,1,0,-9,2,0,1244,0,0,0,0,0,2,-9,1,0,6
10383,1038302,1038302,-9,-9,-9,2024,0,41,0,0,0,1,1,-9,0,4,5,9.9099998,10.27,8.79,3,-9,-999,0,-9,-9,2024,1,50,-9,1,0,2318,14.85,14.61,8.79,0,3445.77,1,18,1,0,5
5047,504702,504703,-9,-9,-9,2024,0,86,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2024,1,0,-9,4,0,416,0,0,0,0,921.45001,4,12,1,0,5
6834,683401,683401,-9,683402,-9,2024,1,42,1,1,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2024,1,0,-9,3,1,1152,0,0,0,0,1190.59,3,14,1,1,3
8154,815402,815402,-9,-9,-9,2024,0,52,0,2,0,1,1,-9,0,4,5,9.5699997,9.6400003,6.5799999,-9,-9,-999,0,-9,-9,2024,0,40,-9,1,0,689,23.75,23.360001,6.5799999,0,2787.1101,1,31,1,0,3
