idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
2282,228201,228203,-9,228202,228201,2020,1,4,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2020,1,0,-9,2,0,1711,0,0,0,0,0,2,-9,-9,0,3
9168,916801,916803,-9,916801,916802,2020,0,6,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2020,1,0,-9,2,0,175,0,-9,0,0,0,-9,-9,-9,0,2
3238,323802,323803,-9,323802,323801,2020,0,52,0,0,0,1,1,-9,0,5,5,8.1099997,8.1700001,5.3499999,-9,-9,-999,0,-9,-9,2020,0,40,-9,1,0,892,11.81,12.25,5.3499999,0,1537.51,1,32,-9,0,5
2216,221601,221601,-9,-9,-9,2020,1,49,0,0,0,1,1,-9,0,3,4,7.52,7.52,0,-9,-9,-999,-9,-9,-9,2020,1,30,-9,1,0,992,10.24,-9,0,0,850.02002,-9,25,-9,0,5
9190,919002,919003,-9,919002,919001,2020,0,30,0,0,0,1,1,-9,0,5,5,8.29,8.29,0,-9,-9,-999,0,-9,-9,2020,1,37,-9,1,0,987,14.59,14.72,0,0,926.75,1,8,-9,0,1
6136,613601,613601,-9,-9,-9,2020,0,67,0,0,0,1,1,-9,0,3,2,0,2.77,2.77,-9,-9,-999,0,-9,-9,2020,1,0,-9,3,0,5248,0,0,2.77,0,1077.5,3,3,-9,0,5
5189,518901,518904,-9,518902,518901,2020,0,13,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2020,1,0,-9,2,0,868,0,-9,0,0,0,-9,-9,-9,0,1
3124,312402,312403,-9,312401,312402,2020,0,43,0,0,0,1,1,-9,0,4,4,8.7799997,8.7799997,.2,-9,-9,-999,0,-9,-9,2020,0,40,-9,1,0,2091,8.3299999,8.3999996,.2,0,746.90997,1,14,-9,0,2
1684,168402,168402,-9,-9,-9,2020,1,76,0,0,0,2,2,-9,0,3,3,0,6.9899998,6.9899998,-9,-9,-999,-9,-9,-9,2020,1,0,-9,4,0,1257,0,0,6.9899998,0,1120.33,4,40,-9,0,7
2793,279301,279301,-9,-9,-9,2020,0,37,0,0,0,1,1,-9,0,3,5,9.4300003,9.4300003,0,-9,-9,-999,0,-9,-9,2020,1,50,-9,1,0,3622,16.120001,18.35,0,0,2370.6599,1,14,-9,0,1
