idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
2782,278203,278204,-9,278202,278203,2018,1,20,0,0,0,2,2,-9,0,4,2,0,.34999999,.34999999,-9,-9,-999,0,-9,-9,2018,0,0,-9,3,1,1749,0,0,.34999999,0,1074.63,1,1,-9,0,7
1399,139902,139903,-9,139902,139901,2018,1,24,0,0,0,3,3,-9,0,5,5,8.8100004,8.8100004,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,1,1316,9.9499998,-9,0,0,810.73999,-9,2,-9,0,4
2859,285901,285904,-9,285902,285901,2018,0,8,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,2930,0,-9,0,0,0,-9,-9,-9,0,3
6090,609001,609001,-9,-9,-9,2018,0,84,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,1409,0,0,0,0,1072.96,4,-9,-9,0,2
6319,631902,631903,-9,-9,-9,2018,0,79,0,0,0,3,3,-9,0,2,3,0,5.77,5.77,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,2610,0,0,5.77,0,1245.91,4,55,-9,0,2
3,301,301,-9,-9,-9,2018,0,63,0,0,0,1,1,-9,0,4,2,0,4.0500002,4.0500002,-9,-9,-999,0,-9,-9,2018,1,0,-9,4,0,2013,0,0,4.0500002,0,2276.29,1,35,-9,0,5
8842,884201,884201,-9,-9,-9,2018,0,51,0,0,0,1,1,-9,0,4,5,9.4799995,9.5100002,5.6999998,-9,-9,-999,-9,-9,-9,2018,1,34,-9,1,0,229,20.16,-9,5.6999998,0,1451.72,-9,29,-9,0,3
9579,957901,957901,-9,-9,-9,2018,0,59,0,0,0,3,3,-9,0,3,5,8.4499998,8.4700003,4.0900002,-9,-9,-999,0,-9,-9,2018,1,38,-9,1,0,2446,11.97,12.05,4.0900002,0,1955.79,1,32,-9,0,2
8757,875702,875703,-9,875702,875701,2018,0,19,0,0,1,3,0,-9,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,1,708,0,-9,0,0,676.40997,-9,-9,-9,0,7
8885,888501,888501,-9,-9,-9,2018,0,82,0,0,0,2,2,-9,0,4,5,0,8.2299995,8.2299995,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,678,0,0,8.2299995,0,2711.4299,4,-9,-9,0,7
5319,531902,531903,-9,-9,-9,2018,0,19,0,0,1,2,0,0,0,5,3,0,4.79,4.79,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,3865,0,0,4.79,0,1254.86,2,-9,-9,0,2
595,59502,59503,-9,59501,59502,2018,0,60,0,0,0,2,2,-9,0,4,3,6.9200001,6.9200001,0,-9,-9,-999,-9,-9,-9,2018,0,50,-9,1,0,1353,3.6800001,-9,0,0,635.65997,-9,9,-9,0,3
7164,716401,716404,-9,716402,716401,2018,0,17,0,1,0,3,3,-9,0,4,4,0,0,0,-9,-9,-999,1,-9,-9,2018,1,0,-9,2,0,839,0,0,0,0,0,3,-9,-9,0,2
1289,128902,128902,-9,128903,128901,2018,1,22,0,0,0,2,2,-9,0,4,5,10.65,10.65,3.45,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,1,6788,14.37,14.47,3.45,0,1600.11,1,5,-9,0,2
10381,1038101,1038103,-9,-9,1038101,2018,1,15,1,3,0,3,3,-9,0,4,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,0,904,0,-9,0,0,0,-9,-9,-9,0,1
6759,675901,675904,-9,675901,675902,2018,1,12,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1239,0,0,0,0,0,2,-9,-9,0,2
1372,137201,137201,-9,137203,137202,2018,0,27,0,0,0,1,1,-9,0,5,3,5.0700002,5.5100002,4.4899998,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,1,2176,.56,-9,4.4899998,0,244.03999,-9,0,-9,0,6
2623,262303,262304,-9,262302,262301,2018,1,23,0,0,1,1,0,-9,0,4,2,0,3.8399999,3.8399999,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,1403,0,-9,3.8399999,0,611.94,-9,-9,-9,0,1
110,11001,11003,-9,-9,11001,2018,0,17,0,4,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1501,0,0,0,0,0,2,-9,-9,0,5
177,17701,17701,-9,17702,-9,2018,1,61,0,0,0,2,2,-9,1,3,3,0,6.23,6.23,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,1035,0,0,6.23,0,1335.5699,3,-9,-9,0,4
3615,361501,361501,-9,-9,-9,2018,1,61,0,0,0,2,2,-9,0,4,2,0,2.7,2.7,-9,-9,-999,-9,-9,-9,2018,0,0,-9,4,0,983,0,-9,2.7,0,5471.98,-9,43,-9,0,2
385,38502,38502,-9,38501,-9,2018,1,21,0,0,0,3,3,-9,0,4,4,7.21,7.21,0,-9,-9,-999,-9,-9,-9,2018,0,40,-9,1,1,763,6.2199998,-9,0,0,674.63,-9,2,-9,0,2
3797,379702,379702,-9,-9,-9,2018,1,65,0,0,0,3,3,-9,0,4,2,0,2.1700001,2.1700001,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,516,0,-9,2.1700001,0,985.70001,-9,50,-9,0,7
5743,574301,574302,-9,-9,574301,2018,1,12,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,2497,0,0,0,0,0,2,-9,-9,0,1
2771,277101,277104,-9,277102,277101,2018,0,2,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1849,0,-9,0,0,0,-9,-9,-9,0,4
3446,344604,344605,-9,-9,-9,2018,0,87,0,0,0,3,3,-9,0,3,3,0,4.6799998,4.6799998,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,2092,0,0,4.6799998,0,1251.95,4,-9,-9,0,6
2770,277002,277003,-9,277002,277001,2018,0,28,0,0,0,3,3,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,3,1,360,0,-9,0,0,753.47998,-9,0,-9,1,2
