idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
3799,379902,379902,-9,-9,-9,2014,0,71,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2014,1,0,-9,3,0,803,0,0,0,0,626.15997,3,5,-9,0,4
2907,290701,290701,-9,-9,-9,2014,1,76,0,0,0,2,2,-9,0,4,4,0,6.9699998,6.9699998,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,437,0,0,6.9699998,0,1591.45,4,51,-9,0,1
5135,513501,513501,-9,-9,-9,2014,0,80,0,0,0,3,3,-9,0,1,2,0,3.9000001,3.9000001,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,1338,0,0,3.9000001,0,1032.1801,4,-9,-9,0,1
10422,1042201,1042203,-9,1042202,1042201,2014,1,17,1,3,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,3,0,7952,0,-9,0,0,0,-9,-9,-9,0,4
9983,998302,998303,-9,998301,998302,2014,1,24,0,0,0,1,1,-9,0,5,5,9.0200005,9.0200005,0,-9,-9,-999,-9,-9,-9,2014,0,40,-9,1,1,4574,14.39,-9,0,0,1069.96,-9,5,-9,0,2
8326,832601,832603,-9,832602,832601,2014,1,11,0,2,1,3,0,-9,0,-9,2,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,1697,0,0,0,0,0,2,-9,-9,0,4
2021,202102,202102,-9,202101,-9,2014,0,34,0,0,0,3,3,-9,0,2,2,0,2.6400001,2.6400001,-9,-9,-999,0,-9,-9,2014,0,0,-9,3,1,2243,0,0,2.6400001,0,473.60999,3,-9,-9,1,4
1430,143001,143001,-9,-9,-9,2014,0,83,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,2291,0,0,0,0,1051.95,4,30,-9,0,2
8612,861203,861204,-9,861202,861201,2014,1,30,0,0,0,2,2,-9,0,3,4,8.8599997,8.8599997,0,-9,-9,-999,0,-9,-9,2014,1,40,-9,1,1,3133,8.96,0,0,0,1381.9301,3,8,-9,0,2
4466,446601,446604,-9,446602,446601,2014,1,2,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,1096,0,0,0,0,0,2,-9,-9,0,4
9537,953701,953703,-9,953701,953702,2014,0,17,0,1,0,3,3,-9,0,5,3,0,0,0,-9,-9,-999,1,-9,-9,2014,1,0,-9,2,0,795,0,0,0,0,0,3,0,-9,0,3
2901,290104,290105,-9,290101,290102,2014,1,38,0,0,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,0,-9,-9,2014,1,0,-9,3,0,1160,0,0,0,0,760.95001,3,12,-9,1,5
9563,956301,956301,-9,-9,-9,2014,0,75,0,0,0,1,1,-9,0,4,3,0,7.0300002,7.0300002,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,2862,0,0,7.0300002,0,2873.6299,4,42,-9,0,4
26,2601,2607,-9,2602,2601,2014,0,3,0,4,1,3,0,-9,0,-9,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,225,0,0,0,0,0,2,-9,-9,0,5
10698,1069801,1069801,-9,-9,-9,2014,0,57,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,3,0,345,0,-9,0,0,625.28998,-9,5,-9,0,2
4112,411202,411203,-9,411201,411202,2014,0,27,0,0,0,1,1,-9,0,4,3,0,5.9899998,5.9899998,-9,-9,-999,0,-9,-9,2014,1,0,-9,3,1,1407,0,0,5.9899998,0,1546.46,1,-9,-9,1,6
6069,606901,606904,-9,606902,606901,2014,0,10,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,3804,0,0,0,0,0,2,-9,-9,0,6
2898,289803,289804,-9,289802,289801,2014,1,21,0,0,1,2,0,-9,0,4,2,0,2.3499999,2.3499999,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,461,0,-9,2.3499999,0,734.10999,-9,-9,-9,0,3
8754,875402,875403,-9,875402,875401,2014,1,23,0,0,0,2,2,-9,0,5,4,8.8800001,8.8800001,0,-9,-9,-999,0,-9,-9,2014,1,40,-9,1,1,1427,7.5700002,8.6599998,0,0,625.95001,1,7,-9,0,5
8243,824301,824302,-9,824301,-9,2014,0,13,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,3066,0,0,0,0,0,2,-9,-9,0,2
5913,591301,591305,-9,591302,-9,2014,1,8,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,877,0,0,0,0,0,2,-9,-9,0,4
2533,253301,253302,-9,253301,-9,2014,1,14,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,5053,0,0,0,0,0,2,-9,-9,0,5
3516,351601,351602,-9,351601,-9,2014,0,10,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,1850,0,0,0,0,0,2,-9,-9,0,5
2895,289501,289503,-9,289501,289502,2014,1,15,0,1,1,3,0,0,0,5,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,2219,0,0,0,0,0,2,-9,-9,0,6
1659,165901,165903,-9,165902,165901,2014,1,4,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,2,0,433,0,-9,0,0,0,-9,-9,-9,0,1
811,81101,81103,-9,81102,81101,2014,1,1,2,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,2024,0,0,0,0,0,2,-9,-9,0,4
2889,288903,288904,-9,288903,288902,2014,1,24,0,0,0,3,3,-9,0,4,2,0,3.76,3.76,-9,-9,-999,-9,-9,-9,2014,1,0,-9,3,1,149,0,-9,3.76,0,382.89999,-9,9,-9,1,3
5594,559401,559401,-9,559402,-9,2014,1,42,0,0,0,2,2,-9,0,3,5,9.1800003,9.3199997,7.0799999,-9,-9,-999,0,-9,-9,2014,1,40,-9,1,0,1220,13.84,12.26,7.0799999,0,1314.9399,1,22,-9,0,2
2888,288801,288803,-9,288801,288804,2014,1,1,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,2,0,1304,0,0,0,0,0,2,-9,-9,0,5
6298,629801,629801,-9,-9,-9,2014,0,83,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,1783,0,0,0,0,1414.91,4,45,-9,0,1
11177,1117703,1117703,-9,-9,-9,2014,1,83,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,390,0,-9,0,0,1482.01,-9,47,-9,0,3
347,34702,34703,-9,34702,34701,2014,1,29,0,0,0,2,2,-9,0,3,2,0,.18000001,.18000001,-9,-9,-999,0,-9,-9,2014,0,0,-9,3,1,1197,0,0,.18000001,0,314.97,3,8,-9,1,1
1995,199501,199503,-9,199502,199501,2014,1,15,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,688,0,0,0,0,0,2,-9,-9,0,3
1432,143201,143203,-9,143201,143202,2014,0,7,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,3743,0,0,0,0,0,2,-9,-9,0,3
2883,288302,288302,-9,288304,288301,2014,1,21,0,0,1,2,0,-9,0,5,2,0,5.0100002,5.0100002,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,1797,0,-9,5.0100002,0,1258.1,-9,-9,-9,0,6
9398,939804,939805,-9,939801,939802,2014,0,27,0,0,0,1,1,-9,0,5,2,0,2.21,2.21,-9,-9,-999,0,-9,-9,2014,1,0,-9,3,1,880,0,0,2.21,0,1527.4399,3,1,-9,1,2
1556,155601,155601,-9,-9,-9,2014,1,28,0,0,0,2,2,-9,0,4,5,8.5100002,8.5100002,2.28,-9,-9,-999,0,-9,-9,2014,1,40,-9,1,0,1708,11.86,11.84,2.28,0,1490.37,1,10,-9,0,2
2882,288202,288203,-9,288201,288202,2014,0,30,0,0,0,1,1,-9,0,4,4,8.0699997,8.1099997,4.48,-9,-9,-999,0,-9,-9,2014,1,10,-9,1,1,288,18.950001,8.04,4.48,0,275.78,1,4,-9,0,6
11231,1123101,1123104,-9,1123102,1123101,2014,0,16,0,1,0,3,3,1,0,3,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,3,0,1200,0,0,0,0,0,2,-9,-9,0,1
6248,624802,624803,-9,624802,624801,2014,0,20,0,0,1,2,0,0,0,5,2,0,.31,.31,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,720,0,0,.31,0,1280.52,2,-9,-9,0,7
9683,968301,968303,-9,968301,968302,2014,0,1,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,3580,0,0,0,0,0,2,-9,-9,0,5
2560,256001,256003,-9,256002,256001,2014,0,13,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,188,0,0,0,0,0,2,-9,-9,0,2
2878,287801,287801,-9,-9,-9,2014,0,38,0,0,0,2,2,-9,0,4,5,8.3599997,8.3599997,0,-9,-9,-999,-9,-9,-9,2014,1,40,-9,1,0,611,10.65,-9,0,0,1540,-9,19,-9,0,2
9410,941002,941003,-9,941002,941001,2014,0,20,0,0,1,3,0,0,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,1522,0,0,0,0,196.61,2,-9,-9,0,2
3045,304501,304504,-9,304502,304501,2014,1,7,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,1186,0,0,0,0,0,2,-9,-9,0,4
10041,1004101,1004103,-9,1004102,1004101,2014,0,8,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,3467,0,0,0,0,0,2,-9,-9,0,2
7585,758503,758503,-9,-9,-9,2014,0,62,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,517,0,0,0,0,436.60001,4,-9,-9,0,1
565,56501,56501,-9,-9,-9,2014,1,61,0,0,0,1,1,-9,1,3,5,0,8.6199999,8.6199999,-9,-9,-999,0,-9,-9,2014,0,0,-9,3,0,2163,0,0,8.6199999,0,2162.8601,3,30,-9,0,2
2874,287401,287401,-9,-9,-9,2014,1,48,0,0,0,2,2,-9,0,5,2,0,2.9300001,2.9300001,-9,-9,-999,0,-9,-9,2014,0,0,-9,4,0,1801,0,0,2.9300001,0,1368.16,3,17,-9,0,6
4812,481203,481204,-9,481202,481201,2014,0,22,0,0,0,2,2,1,0,4,3,6.8200002,6.96,4.5300002,-9,-9,-999,-9,-9,-9,2014,1,5,-9,1,1,3483,8.9899998,0,4.5300002,0,1053.45,2,1,-9,0,3
2873,287301,287301,-9,287302,-9,2014,1,44,0,0,0,1,1,-9,0,4,4,7.3200002,7.3200002,0,-9,-9,-999,-9,-9,-9,2014,1,60,-9,1,1,1447,3.04,-9,0,0,1434.76,-9,25,-9,0,4
2872,287201,287203,-9,287201,287202,2014,0,10,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,899,0,-9,0,0,0,-9,-9,-9,0,6
8007,800701,800701,-9,-9,-9,2014,1,82,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,4,0,1166,0,0,0,0,711.71997,4,55,-9,0,1
2871,287101,287104,-9,287102,287101,2014,0,12,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,2,0,2523,0,0,0,0,0,2,-9,-9,0,7
11272,1127201,1127205,-9,1127202,1127201,2014,0,10,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,953,0,-9,0,0,0,-9,-9,-9,0,6
6316,631601,631605,-9,631601,631602,2014,1,12,0,5,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2014,0,0,-9,2,0,2678,0,0,0,0,0,2,-9,-9,0,5
10526,1052602,1052603,-9,1052602,1052601,2014,0,29,0,0,0,1,1,-9,0,5,3,5.02,5.02,0,-9,-9,-999,-9,-9,-9,2014,1,15,-9,1,0,1203,2.0599999,-9,0,0,611,-9,3,-9,0,2
2869,286901,286902,-9,286901,286903,2014,0,15,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,940,0,-9,0,0,0,-9,-9,-9,0,6
4246,424604,424604,-9,424601,-9,2014,0,22,0,0,0,1,1,1,0,4,4,8.6099997,8.6099997,0,-9,-9,-999,-9,-9,-9,2014,1,30,-9,1,1,3003,10.04,0,0,0,838.78998,2,3,-9,0,6
9355,935502,935502,-9,-9,935501,2014,1,22,0,0,1,2,0,-9,0,4,2,0,5.04,5.04,-9,-9,-999,-9,-9,-9,2014,0,0,-9,2,1,461,0,-9,5.04,0,439.70999,-9,-9,-9,0,4
5814,581401,581402,-9,581401,581404,2014,1,8,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,2592,0,0,0,0,0,2,-9,-9,0,6
8341,834101,834101,-9,-9,-9,2014,1,29,0,0,0,1,1,-9,0,5,5,8.9899998,8.9899998,0,-9,-9,-999,0,-9,-9,2014,0,35,-9,1,0,1573,13.99,14.37,0,0,1650.24,1,8,-9,0,5
666,66601,66601,-9,-9,-9,2014,0,59,0,0,0,3,3,-9,0,4,5,8.04,8.04,2.1700001,-9,-9,-999,0,-9,-9,2014,1,60,-9,1,0,114,11.19,6.9400001,2.1700001,0,1262.86,1,30,-9,0,5
6748,674801,674801,-9,-9,-9,2014,0,74,0,0,0,3,3,-9,0,2,3,0,5.1900001,5.1900001,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,1106,0,0,5.1900001,0,1156.11,4,54,-9,0,6
4361,436101,436103,-9,436102,436101,2014,1,15,0,2,1,3,0,-9,0,4,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,1710,0,-9,0,0,0,-9,-9,-9,0,1
9796,979602,979602,-9,-9,-9,2014,0,82,0,0,0,3,3,-9,0,2,2,0,4.4499998,4.4499998,-9,-9,-999,-9,-9,-9,2014,1,0,-9,4,0,127,0,0,4.4499998,0,365.67999,4,46,-9,0,4
4938,493802,493803,-9,493802,493801,2014,1,21,0,0,1,3,0,0,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,962,0,0,0,0,1317.6899,2,-9,-9,0,2
6821,682102,682103,-9,682102,682101,2014,0,24,0,0,1,2,0,0,0,4,3,0,6.6799998,6.6799998,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,572,0,0,6.6799998,0,2248.1299,2,-9,-9,0,2
5292,529201,529201,-9,529202,-9,2014,1,32,0,0,0,1,1,-9,0,4,5,7.9000001,7.9099998,3.8399999,-9,-9,-999,0,-9,-9,2014,0,60,-9,1,1,661,9.7399998,5.4699998,3.8399999,0,733.03003,1,7,-9,0,3
6482,648201,648201,-9,648202,648204,2014,1,26,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2014,0,0,-9,3,1,3088,0,0,0,0,325.82999,3,-9,-9,1,4
10270,1027001,1027004,-9,1027001,1027002,2014,0,7,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,0,679,0,0,0,0,0,2,-9,-9,0,4
2432,243203,243203,-9,-9,243201,2014,1,24,0,0,1,1,0,0,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2014,1,0,-9,2,1,2301,0,0,0,0,200.49001,2,-9,-9,0,2
