idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
3070,307002,307002,-9,-9,-9,2012,0,75,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,4,0,599,0,0,0,0,701.82001,4,-9,-9,0,4
12044,1204401,1204404,-9,1204402,1204401,2012,1,16,0,2,1,3,0,-9,0,5,5,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,2,0,356,0,-9,0,0,0,-9,-9,-9,0,5
8693,869301,869301,-9,-9,-9,2012,1,45,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,3,0,2359,0,-9,0,0,0,-9,8,-9,1,5
2219,221901,221903,-9,221902,221901,2012,0,7,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,1141,0,-9,0,0,0,-9,-9,-9,0,5
11116,1111601,1111603,-9,1111602,1111601,2012,0,12,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,2165,0,-9,0,0,0,-9,-9,-9,0,6
9009,900902,900903,-9,900902,900901,2012,0,38,0,0,0,1,1,-9,0,3,2,0,1.63,1.63,-9,-9,-999,0,-9,-9,2012,1,0,-9,3,1,1200,0,0,1.63,0,667.65997,3,-9,-9,1,3
1160,116001,116001,-9,-9,-9,2012,0,84,0,0,0,3,3,-9,0,1,2,0,4.4200001,4.4200001,-9,-9,-999,-9,-9,-9,2012,1,0,-9,4,0,1147,0,-9,4.4200001,0,897.28003,-9,-9,-9,0,4
1594,159402,159402,-9,159405,159401,2012,1,32,0,0,0,3,3,-9,0,4,2,0,.19,.19,-9,-9,-999,0,-9,-9,2012,1,0,-9,3,1,912,0,0,.19,0,392.70001,3,6,-9,1,4
5636,563602,563603,-9,563602,563601,2012,0,23,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,3,1,2203,0,-9,0,0,1437.23,-9,-9,-9,1,6
11424,1142402,1142402,-9,1142401,-9,2012,1,39,0,0,0,1,1,-9,0,4,5,9.3900003,9.6400003,7.8800001,-9,-9,-999,0,-9,-9,2012,1,50,-9,1,0,2853,11.24,12.46,7.8800001,0,2137.5701,1,15,-9,0,5
6949,694903,694905,-9,694904,-9,2012,0,10,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,797,0,0,0,0,0,2,-9,-9,0,2
2213,221301,221305,-9,221301,221302,2012,0,4,1,3,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,263,0,0,0,0,0,2,-9,-9,0,5
8917,891701,891703,-9,891702,891701,2012,0,8,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,1265,0,0,0,0,0,2,-9,-9,0,5
5655,565503,565504,-9,565501,-9,2012,0,21,0,0,1,2,0,0,0,5,3,0,4.9899998,4.9899998,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,1,574,0,0,4.9899998,0,631.95001,2,-9,-9,0,6
7497,749701,749703,-9,749702,749701,2012,1,9,0,1,1,3,0,-9,0,-9,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,680,0,0,0,0,0,2,-9,-9,0,6
10536,1053601,1053601,-9,-9,-9,2012,1,41,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,3,0,2704,0,-9,0,0,485.42999,-9,22,-9,1,4
5198,519801,519801,-9,-9,-9,2012,0,75,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,4,0,478,0,0,0,0,709.73999,4,-9,-9,0,1
5835,583501,583501,-9,-9,-9,2012,0,87,0,0,0,3,3,-9,0,3,2,0,4.9299998,4.9299998,-9,-9,-999,-9,-9,-9,2012,1,0,-9,4,0,1885,0,0,4.9299998,0,1093.51,4,-9,-9,0,6
3918,391801,391810,-9,391806,391801,2012,1,9,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,2,0,708,0,-9,0,0,0,-9,-9,-9,0,3
7312,731202,731203,-9,-9,-9,2012,0,69,0,0,0,1,1,-9,0,3,2,0,4.27,4.27,-9,-9,-999,-9,-9,-9,2012,1,0,-9,4,0,1813,0,-9,4.27,0,2126.8999,-9,-9,-9,0,5
2736,273601,273601,-9,-9,-9,2012,1,62,0,0,0,2,2,-9,0,3,2,0,3.6300001,3.6300001,-9,-9,-999,-9,-9,-9,2012,0,0,-9,4,0,839,0,-9,3.6300001,0,1094.97,-9,40,-9,0,5
10669,1066901,1066901,-9,1066903,1066902,2012,1,56,0,0,0,3,3,-9,0,4,3,0,4.8400002,4.8400002,-9,-9,-999,-9,-9,-9,2012,1,0,-9,3,0,317,0,-9,4.8400002,0,567.27002,-9,37,-9,1,4
4841,484101,484101,-9,484102,484103,2012,0,26,0,0,0,3,3,-9,0,4,4,8.5299997,8.6199999,5.9200001,-9,-9,-999,-9,-9,-9,2012,1,45,-9,1,1,1422,6.1100001,-9,5.9200001,0,2040.5,-9,10,-9,0,1
7859,785901,785905,-9,785901,785902,2012,0,7,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,901,0,0,0,0,0,2,-9,-9,0,5
1445,144501,144501,-9,-9,-9,2012,1,35,0,0,0,2,2,-9,0,4,5,7.8499999,7.8499999,0,-9,-9,-999,0,-9,-9,2012,1,45,-9,1,0,6142,10.28,10.57,0,0,1611.64,1,15,-9,0,2
2698,269801,269803,-9,269801,269802,2012,0,4,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,1049,0,-9,0,0,0,-9,-9,-9,0,7
1468,146801,146804,-9,146801,146802,2012,0,11,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,1516,0,0,0,0,0,2,-9,-9,0,7
6558,655801,655803,-9,655801,-9,2012,1,16,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,374,0,0,0,0,0,2,-9,-9,0,6
8566,856601,856603,-9,856601,856602,2012,1,15,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,1503,0,0,0,0,0,2,-9,-9,0,6
5522,552201,552206,-9,552203,552201,2012,1,4,1,4,1,3,0,-9,0,-9,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,2922,0,0,0,0,0,2,-9,-9,0,5
11669,1166902,1166903,-9,1166902,1166901,2012,0,36,0,0,0,1,1,-9,0,4,2,0,4.2800002,4.2800002,-9,-9,-999,0,-9,-9,2012,1,0,-9,3,0,1462,0,0,4.2800002,0,968.67999,3,-9,-9,1,6
8261,826101,826103,-9,826102,826101,2012,1,17,0,1,1,2,0,-9,0,5,5,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,685,0,-9,0,0,0,-9,-9,-9,0,3
2203,220301,220304,-9,220302,220301,2012,1,10,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,288,0,0,0,0,0,2,-9,-9,0,5
7124,712403,712403,-9,-9,-9,2012,0,62,0,0,0,3,3,-9,0,2,4,8.9300003,8.9499998,4.5900002,-9,-9,-999,0,-9,-9,2012,1,40,-9,1,0,2207,7.3600001,8.6899996,4.5900002,0,2199.3101,1,35,-9,0,1
