idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
6422,642201,642204,-9,642201,642202,2013,1,6,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,317,0,0,0,0,0,2,-9,-9,0,5
6547,654701,654701,-9,-9,-9,2013,0,64,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2013,1,0,-9,3,0,2736,0,0,0,0,948.96002,3,50,-9,0,4
1224,122401,122403,-9,122402,122401,2013,0,13,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2013,0,0,-9,2,0,1577,0,-9,0,0,0,-9,-9,-9,0,2
7172,717201,717202,-9,717201,-9,2013,1,16,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,1963,0,0,0,0,0,2,-9,-9,0,4
2479,247901,247901,-9,-9,-9,2013,1,43,0,1,0,1,1,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2013,1,0,-9,3,0,1431,0,0,0,0,1086.85,1,25,-9,1,2
3583,358301,358301,-9,-9,-9,2013,1,54,0,0,0,1,1,-9,0,4,5,7.9899998,8.1499996,6.4299998,-9,-9,-999,0,-9,-9,2013,1,50,-9,1,0,184,11.35,11.42,6.4299998,0,472.09,1,24,-9,0,2
2484,248401,248403,-9,248402,248401,2013,0,9,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,313,0,0,0,0,0,2,-9,-9,0,3
10656,1065603,1065604,-9,1065602,1065601,2013,1,23,0,0,0,2,2,-9,0,5,2,0,1.52,1.52,-9,-9,-999,1,-9,-9,2013,1,0,-9,2,1,769,0,0,1.52,0,967.04999,1,2,-9,0,5
2478,247803,247804,-9,-9,-9,2013,1,21,0,0,0,3,3,-9,0,5,2,0,3.3900001,3.3900001,-9,-9,-999,-9,-9,-9,2013,0,0,-9,3,0,343,0,-9,3.3900001,0,209.75999,-9,2,-9,1,7
2478,247802,247803,-9,247802,247801,2013,1,23,0,0,0,3,3,-9,0,5,2,0,3.6600001,3.6600001,-9,-9,-999,-9,-9,-9,2013,0,0,-9,3,1,343,0,-9,3.6600001,0,226.67,-9,2,-9,1,7
67,6701,6704,-9,6702,6701,2013,1,17,0,1,0,3,3,-9,0,5,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,3,0,1505,0,-9,0,0,0,-9,-9,-9,1,6
9500,950001,950004,-9,950002,950001,2013,0,17,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,1650,0,-9,0,0,0,-9,-9,-9,0,2
9372,937201,937201,-9,-9,-9,2013,0,66,0,0,0,3,3,-9,0,4,3,0,6.1900001,6.1900001,-9,-9,-999,0,-9,-9,2013,1,0,-9,3,0,1337,0,0,6.1900001,0,1300.41,3,8,-9,0,6
11018,1101801,1101801,-9,-9,-9,2013,0,36,0,0,0,2,2,-9,0,4,4,7.6599998,7.6599998,0,-9,-9,-999,-9,-9,-9,2013,0,40,-9,1,0,761,4.9899998,-9,0,0,1262.66,-9,13,-9,0,4
10101,1010101,1010104,-9,1010101,1010102,2013,0,1,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,1121,0,0,0,0,0,2,-9,-9,0,6
6279,627901,627904,-9,627902,627901,2013,1,4,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,1129,0,0,0,0,0,2,-9,-9,0,6
1123,112302,112302,-9,-9,-9,2013,0,35,0,0,0,1,1,-9,0,3,3,5.6100001,5.6199999,1.88,-9,-9,-999,-9,-9,-9,2013,1,10,-9,1,0,2829,7.1300001,-9,1.88,0,1802.51,-9,5,-9,0,4
9101,910101,910101,-9,-9,-9,2013,0,75,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,4,0,120,0,-9,0,0,1493.41,-9,28,-9,0,6
2475,247502,247502,-9,-9,-9,2013,1,61,0,0,0,3,3,-9,0,4,2,0,.68000001,.68000001,-9,-9,-999,-9,-9,-9,2013,1,0,-9,3,0,102,0,-9,.68000001,0,709.63,-9,47,-9,1,4
10340,1034002,1034003,-9,1034002,1034001,2013,1,21,0,0,1,2,0,-9,0,4,3,0,5.98,5.98,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,1,390,0,-9,5.98,0,1086.11,-9,-9,-9,0,4
3887,388701,388704,-9,388702,388701,2013,1,4,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2013,1,0,-9,2,0,1489,0,0,0,0,0,2,-9,-9,0,5
