idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgnBirthIntl,labUnempFlag,demRgn
5755,575502,575506,-9,575504,575503,2017,0,13,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2017,1,0,-9,2,0,1076,0,-9,0,0,0,-9,-9,-9,0,6
3928,392801,392801,-9,-9,-9,2017,1,55,0,0,0,3,3,-9,1,1,2,0,4.8699999,4.8699999,-9,-9,-999,0,-9,-9,2017,1,0,-9,3,0,2517,0,0,4.8699999,0,1983.21,3,15,-9,0,6
10576,1057603,1057603,-9,1057601,-9,2017,1,26,0,0,0,1,1,-9,0,4,5,7.6900001,7.6900001,0,-9,-9,-999,0,-9,-9,2017,1,40,-9,1,0,1130,21.209999,21.58,0,0,1861.9399,1,8,-9,0,6
4289,428901,428903,-9,428902,428901,2017,1,8,0,2,1,3,0,-9,0,-9,1,0,0,0,-9,-9,-999,-9,-9,-9,2017,1,0,-9,2,0,2208,0,0,0,0,0,2,-9,-9,0,4
3938,393803,393804,-9,393802,393801,2017,1,25,0,0,0,1,1,-9,0,4,2,0,4.8899999,4.8899999,-9,-9,-999,-9,-9,-9,2017,1,0,-9,3,1,873,0,-9,4.8899999,0,1856.13,-9,-9,-9,1,3
2441,244102,244102,-9,-9,-9,2017,1,84,0,0,0,3,3,-9,0,2,2,0,3.46,3.46,-9,-9,-999,-9,-9,-9,2017,1,0,-9,4,0,449,0,-9,3.46,0,1590.85,-9,50,-9,0,7
8677,867702,867703,-9,867702,867701,2017,0,26,0,0,0,1,1,-9,0,4,2,0,2.04,2.04,-9,-9,-999,0,-9,-9,2017,1,0,-9,3,1,1469,0,0,2.04,0,1603.73,1,1,-9,1,6
3560,356001,356003,-9,356001,356002,2017,0,3,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2017,1,0,-9,2,0,1887,0,0,0,0,0,2,-9,-9,0,4
7274,727401,727401,-9,-9,-9,2017,0,57,0,0,0,3,3,-9,1,3,1,0,0,0,-9,-9,-999,0,-9,-9,2017,1,0,-9,3,0,1951,0,0,0,0,534.46002,3,30,-9,0,6
421,42103,42103,-9,42101,-9,2017,1,48,0,0,0,3,3,-9,0,4,4,7.3099999,7.3099999,0,-9,-9,-999,0,-9,-9,2017,1,50,-9,1,0,346,8.1099997,8.25,0,0,629.90002,1,30,-9,0,6
6348,634803,634804,-9,634802,634801,2017,0,23,0,0,0,2,2,1,0,4,3,6.6700001,6.6900001,2.3399999,-9,-9,-999,-9,-9,-9,2017,1,40,-9,1,1,1015,1.38,0,2.3399999,0,1053.92,2,1,-9,0,4
10939,1093903,1093904,-9,1093901,1093902,2017,1,26,0,0,0,2,2,-9,0,4,4,8.6000004,8.6000004,.44,-9,-9,-999,0,-9,-9,2017,1,37,-9,1,1,2567,10.72,0,.44,0,723.90997,3,5,-9,0,7
1393,139301,139304,-9,139301,139302,2017,0,10,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2017,1,0,-9,2,0,523,0,-9,0,0,0,-9,-9,-9,0,2
3682,368201,368203,-9,368201,368202,2017,1,0,1,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2017,0,0,-9,2,0,2733,0,0,0,0,0,2,-9,-9,0,1
