idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
3409,340901,340901,-9,-9,-9,2022,0,76,0,0,0,3,3,-9,1,1,1,0,0,0,-9,-9,-999,0,-9,-9,2022,1,0,-9,3,0,343,0,0,0,0,225.58,3,32,10
17317,1731701,1731703,-9,1731702,1731701,2022,1,14,0,3,1,3,0,0,0,4,3,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,455,0,0,0,0,0,2,-9,4
1027,102701,102701,-9,-9,-9,2022,1,71,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,4,0,877,0,0,0,0,491.02,4,36,6
15641,1564101,1564104,-9,1564102,1564101,2022,1,12,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,500,0,-9,0,0,0,-9,-9,10
8262,826201,826205,-9,826201,826202,2022,0,2,1,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,1287,0,0,0,0,0,2,-9,10
6428,642801,642803,-9,642801,642802,2022,1,17,0,3,1,3,0,-9,0,3,5,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,845,0,-9,0,0,0,-9,-9,6
16637,1663701,1663703,-9,1663701,1663702,2022,1,12,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,182,0,-9,0,0,0,-9,-9,4
4905,490501,490506,-9,490502,490501,2022,1,0,2,4,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,409,0,-9,0,0,0,-9,-9,10
14683,1468301,1468304,-9,1468302,1468301,2022,1,4,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,53,0,-9,0,0,0,-9,-9,5
14879,1487902,1487902,-9,1487901,-9,2022,0,24,0,0,1,2,0,0,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2022,1,0,-9,2,0,246,0,0,0,0,935.26,2,-9,10
