idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
927,92702,92702,-9,-9,-9,2016,0,59,0,0,0,2,2,-9,1,3,1,0,0,0,-9,-9,-999,0,-9,-9,2016,0,0,-9,3,0,160,0,0,0,0,59.62,3,16,6
1524,152401,152401,-9,152403,152402,2016,1,53,0,0,0,2,2,-9,1,1,1,0,0,0,-9,-9,-999,0,-9,-9,2016,1,0,-9,3,0,2436,0,0,0,0,305.25,3,3,4
9085,908501,908504,-9,908502,908501,2016,1,6,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,474,0,0,0,0,0,2,-9,6
1429,142903,142904,-9,142902,142901,2016,1,20,0,0,1,3,0,0,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,1,1356,0,0,0,0,497.09,2,-9,6
7009,700902,700902,-9,700901,-9,2016,0,43,0,0,0,2,2,-9,0,3,4,7.18,7.18,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,0,481,2.67,2.27,0,0,421.63,1,24,10
2958,295801,295801,-9,295802,-9,2016,0,39,0,0,0,1,1,-9,0,5,5,8.120000000000001,8.140000000000001,3.58,-9,-9,-999,0,-9,-9,2016,0,20,-9,1,0,3346,12.24,10.86,3.58,0,424.03,1,8,2
3687,368702,368702,-9,-9,-9,2016,0,50,0,0,0,2,2,-9,1,2,1,0,0,0,-9,-9,-999,0,-9,-9,2016,1,0,-9,3,0,3449,0,0,0,0,142.41,1,29,10
8808,880803,880807,-9,-9,-9,2016,1,66,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,4,0,3040,0,-9,0,0,316.35,-9,-9,10
10469,1046902,1046903,-9,1046902,1046901,2016,0,22,0,0,0,2,2,-9,0,4,4,7.51,7.51,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,1,2380,3.49,2.57,0,0,206.47,1,2,5
2952,295202,295203,-9,295202,295201,2016,1,32,0,0,0,2,2,-9,0,5,5,7.88,7.88,0,-9,-9,-999,0,-9,-9,2016,1,50,-9,1,1,1843,3.83,0,0,0,551.7,3,-9,5
5997,599701,599703,-9,599702,599701,2016,1,14,1,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,412,0,-9,0,0,0,-9,-9,10
1714,171402,171403,-9,171402,171401,2016,1,46,0,0,0,2,2,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,3,0,1472,0,-9,0,0,235.29,-9,15,10
5908,590801,590803,-9,590802,590801,2016,1,14,1,5,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,2011,0,0,0,0,0,2,-9,4
205,20502,20506,-9,20503,20504,2016,0,4,1,4,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,2880,0,-9,0,0,0,-9,-9,4
3912,391201,391203,-9,391202,391201,2016,1,6,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,723,0,-9,0,0,0,-9,-9,6
8523,852302,852303,-9,852302,852301,2016,1,25,0,0,0,1,1,-9,0,5,4,8.23,8.23,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,0,535,3.15,3.04,0,0,503.06,1,1,10
10783,1078302,1078303,-9,1078302,1078301,2016,0,24,0,0,0,1,1,-9,0,5,4,8.279999999999999,8.279999999999999,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,1,1750,4.65,0,0,0,478.24,3,3,10
2945,294502,294503,-9,294501,294502,2016,0,28,0,0,0,3,3,-9,0,2,3,0,4.9,4.9,-9,-9,-999,0,-9,-9,2016,0,0,-9,3,1,2956,0,0,4.9,0,468.51,3,-9,10
11475,1147501,1147504,-9,1147502,1147501,2016,1,0,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,715,0,-9,0,0,0,-9,-9,2
9997,999701,999701,-9,-9,-9,2016,0,59,0,0,0,1,1,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,4,0,1047,0,0,0,0,323.18,4,31,6
10462,1046201,1046205,-9,1046202,1046201,2016,1,17,0,1,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,0,-9,-9,2016,1,0,-9,3,0,1901,0,0,0,0,0,3,-9,10
5087,508702,508702,-9,508701,-9,2016,1,46,0,0,0,3,3,-9,0,1,2,0,2.4,2.4,-9,-9,-999,-9,-9,-9,2016,1,0,-9,3,0,456,0,-9,2.4,0,308.78,-9,-9,4
3362,336201,336201,-9,-9,-9,2016,0,86,0,0,0,1,1,-9,0,1,2,0,.3,.3,-9,-9,-999,-9,-9,-9,2016,1,0,-9,4,0,1199,0,0,.3,0,446.01,4,37,10
4406,440601,440604,-9,440603,440601,2016,1,0,1,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,278,0,-9,0,0,0,-9,-9,6
7109,710901,710901,-9,-9,-9,2016,0,34,0,0,0,1,1,-9,0,4,5,8.029999999999999,8.040000000000001,3.78,-9,-9,-999,-9,-9,-9,2016,1,21,-9,1,0,3186,14.1,-9,3.78,0,928.39,-9,11,10
3069,306901,306902,-9,306901,-9,2016,0,9,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,2353,0,0,0,0,0,2,-9,10
11126,1112602,1112604,-9,-9,-9,2016,0,63,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,0,-9,-9,2016,1,0,-9,3,0,2346,0,0,0,0,318.74,3,-9,10
7666,766602,766603,-9,766602,766601,2016,0,40,0,0,0,2,2,-9,0,4,3,5.99,5.99,0,-9,-9,-999,-9,-9,-9,2016,1,40,-9,1,0,1411,2.51,-9,0,0,300.89,-9,20,4
7629,762901,762901,-9,-9,-9,2016,1,60,0,0,0,3,3,-9,0,3,4,7.390000000000001,7.390000000000001,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,0,964,2.63,2.58,0,0,379.55,1,12,10
2936,293601,293603,-9,293602,293601,2016,0,2,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,2570,0,0,0,0,0,2,-9,10
4070,407002,407003,-9,407002,407001,2016,1,28,0,0,0,1,1,-9,0,5,5,6.390000000000001,6.390000000000001,0,-9,-9,-999,0,-9,-9,2016,1,48,-9,1,1,3514,5.75,5.55,0,0,500.26,1,4,10
1138,113804,113805,-9,113801,113802,2016,0,50,0,0,0,1,1,-9,0,3,4,7.43,7.43,0,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,0,3253,4.2,6.67,0,0,362.14,1,26,6
9340,934001,934004,-9,934002,934001,2016,1,4,1,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2016,0,0,-9,2,0,1162,0,-9,0,0,0,-9,-9,6
4396,439601,439603,-9,439602,439601,2016,0,8,1,3,1,3,0,-9,0,-9,1,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,0,1462,0,-9,0,0,0,-9,-9,2
10258,1025803,1025803,-9,1025801,-9,2016,1,18,0,0,0,3,3,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,3,1,1233,0,-9,0,0,27.49,-9,-9,5
4477,447703,447703,-9,447701,-9,2016,0,18,0,0,1,3,0,0,0,4,3,0,3.55,3.55,-9,-9,-999,-9,-9,-9,2016,1,0,-9,2,1,627,0,0,3.55,0,160.67,2,-9,10
6831,683102,683105,-9,-9,-9,2016,0,75,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,3,0,2130,0,-9,0,0,653.49,-9,32,10
2927,292701,292701,-9,-9,-9,2016,0,73,0,0,0,2,2,-9,0,1,1,0,0,0,-9,-9,-999,-9,-9,-9,2016,1,0,-9,4,0,719,0,0,0,0,335.29,4,37,10
1194,119402,119403,-9,119402,119401,2016,1,23,0,0,0,1,1,-9,0,4,4,6.98,6.98,0,-9,-9,-999,0,-9,-9,2016,1,60,-9,1,1,1864,1.87,2.27,0,0,334.05,1,-9,10
9356,935602,935603,-9,935602,935601,2016,0,36,0,1,0,2,2,-9,0,4,3,8.19,8.27,4.97,-9,-9,-999,0,-9,-9,2016,1,40,-9,1,0,1113,3.07,2.96,4.97,0,509.69,1,15,4
