idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
15993,1599302,1599302,-9,1599301,-9,2019,1,60,0,0,0,2,2,-9,0,3,3,7.71,7.71,0,-9,-9,-999,0,-9,-9,2019,1,35,-9,1,0,221,2.9,2.76,0,0,490,1,18,6
11246,1124601,1124603,-9,1124602,1124601,2019,1,2,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,2,0,716,0,-9,0,0,0,-9,-9,6
11324,1132401,1132401,-9,-9,-9,2019,0,51,0,0,0,2,2,-9,0,3,5,6.91,6.91,0,-9,-9,-999,0,-9,-9,2019,0,35,-9,1,0,1730,7.61,6.54,0,0,692.3000000000001,1,31,6
2177,217702,217702,-9,-9,-9,2019,0,36,0,2,0,2,2,-9,0,5,1,0,0,0,-9,-9,-999,0,-9,-9,2019,1,0,-9,3,0,1297,0,0,0,0,537.1900000000001,3,2,10
4048,404801,404801,-9,-9,-9,2019,1,74,0,0,0,1,1,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2019,0,0,-9,4,0,335,0,-9,0,0,590.12,-9,41,5
4722,472201,472201,-9,-9,-9,2019,0,46,0,0,0,1,1,-9,0,3,5,8.41,8.41,0,-9,-9,-999,-9,-9,-9,2019,0,40,-9,1,0,1563,7.55,-9,0,0,1074.94,-9,21,5
11409,1140901,1140904,-9,1140902,1140901,2019,1,0,1,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,2,0,1164,0,-9,0,0,0,-9,-9,6
15719,1571901,1571903,-9,1571902,1571901,2019,0,3,1,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,2,0,1266,0,-9,0,0,0,-9,-9,2
5801,580101,580101,-9,-9,-9,2019,0,85,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,4,0,317,0,-9,0,0,241.97,-9,25,10
7903,790301,790301,-9,790302,-9,2019,0,61,0,0,0,3,3,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,4,0,1655,0,-9,0,0,316.48,-9,40,6
6089,608901,608903,-9,608902,608901,2019,1,2,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2019,1,0,-9,2,0,243,0,-9,0,0,0,-9,-9,10
11293,1129302,1129303,-9,1129302,1129301,2019,1,20,0,0,0,2,2,-9,0,5,1,0,0,0,-9,-9,-999,0,-9,-9,2019,1,0,-9,3,1,1442,0,0,0,0,456.74,3,-9,10
