idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
8114,811402,811403,-9,811402,811401,2023,1,29,0,0,0,2,2,-9,0,4,4,7.16,7.16,0,-9,-9,-999,0,-9,-9,2023,1,40,-9,1,1,2905,3.9,3.82,0,0,247.24,1,-9,5
764,76402,76405,-9,76404,76403,2023,1,12,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,6712,0,0,0,0,0,2,-9,10
734,73402,73402,-9,73403,-9,2023,1,18,0,0,1,3,0,0,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2023,0,0,-9,2,1,108,0,0,0,0,247.56,2,-9,10
5217,521701,521701,-9,-9,-9,2023,0,58,0,0,0,2,2,-9,0,3,5,7.52,7.52,0,-9,-9,-999,0,-9,-9,2023,1,40,-9,1,0,846,5.55,5.43,0,0,548.48,1,17,6
5087,508701,508701,-9,-9,-9,2023,0,43,0,0,0,2,2,-9,1,3,1,0,0,0,-9,-9,-999,0,-9,-9,2023,1,0,-9,3,0,2423,0,0,0,0,310.22,3,0,10
6654,665401,665402,-9,665401,-9,2023,0,9,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,0,0,-9,2,0,1669,0,0,0,0,0,2,-9,2
10403,1040301,1040301,-9,-9,-9,2023,0,67,0,0,0,1,1,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,432,0,0,0,0,316.93,4,31,2
3842,384201,384201,-9,-9,-9,2023,1,59,0,0,0,2,2,-9,0,2,3,0,4.350000000000001,4.350000000000001,-9,-9,-999,0,-9,-9,2023,0,0,-9,3,0,2012,0,0,4.350000000000001,0,158.84,3,20,4
12976,1297603,1297604,-9,1297602,1297601,2023,1,41,0,0,0,2,2,-9,0,5,5,8.08,8.08,0,-9,-9,-999,0,-9,-9,2023,1,45,-9,1,1,394,9.620000000000001,9.42,0,0,702.1900000000001,1,-9,5
4145,414501,414504,-9,414501,414502,2023,0,11,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,2448,0,0,0,0,0,2,-9,5
5199,519901,519903,-9,519902,519901,2023,1,14,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,2191,0,0,0,0,0,2,-9,6
1687,168701,168703,-9,168701,168702,2023,1,11,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,478,0,0,0,0,0,2,-9,5
7316,731601,731601,-9,-9,-9,2023,0,67,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2023,0,0,-9,4,0,515,0,0,0,0,402.21,4,30,10
9038,903802,903803,-9,903802,903801,2023,0,27,0,0,0,2,2,1,0,4,5,7.67,7.67,0,-9,-9,-999,-9,-9,-9,2023,1,40,-9,1,1,1561,5.71,0,0,0,620.36,2,1,4
10182,1018202,1018203,-9,1018201,1018202,2023,0,21,0,0,1,2,0,0,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,1,2126,0,0,0,0,539.66,2,-9,4
4155,415501,415502,-9,415501,-9,2023,1,16,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,34,0,0,0,0,0,2,-9,2
7318,731802,731802,-9,-9,-9,2023,0,90,0,0,0,2,2,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,1085,0,0,0,0,324.47,4,27,5
1963,196301,196301,-9,-9,196302,2023,0,48,0,0,0,1,1,-9,0,4,5,7.4,7.4,0,-9,-9,-999,0,-9,-9,2023,1,40,-9,1,0,184,6.37,6.23,0,0,522.6,1,29,5
9068,906801,906804,-9,906802,906801,2023,1,9,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,916,0,0,0,0,0,2,-9,5
230,23003,23003,-9,-9,-9,2023,1,61,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,0,-9,-9,2023,1,0,-9,3,0,1344,0,0,0,0,152.69,3,-9,10
3947,394701,394703,-9,394701,-9,2023,1,17,0,2,1,3,0,0,0,5,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,155,0,0,0,0,0,2,-9,4
2349,234901,234901,-9,-9,-9,2023,0,47,0,0,0,2,2,-9,0,4,4,7.59,7.59,0,-9,-9,-999,0,-9,-9,2023,1,40,-9,1,0,512,4.48,4.39,0,0,523.5600000000001,1,31,10
1968,196801,196804,-9,196801,196802,2023,1,9,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,462,0,0,0,0,0,2,-9,2
2808,280801,280801,-9,-9,-9,2023,0,73,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,184,0,0,0,0,344.51,4,30,4
3436,343601,343601,-9,-9,-9,2023,0,76,0,0,0,2,2,-9,0,3,3,0,5.56,5.56,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,657,0,0,5.56,0,522.92,4,30,6
4211,421102,421103,-9,421102,421101,2023,1,32,0,0,0,2,2,-9,0,2,3,0,3.22,3.22,-9,-9,-999,1,-9,-9,2023,0,0,-9,2,1,3553,0,0,3.22,0,172.37,1,-9,5
2350,235001,235003,-9,235002,235001,2023,0,12,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,834,0,0,0,0,0,2,-9,10
5352,535201,535201,-9,-9,-9,2023,0,69,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,1885,0,0,0,0,231.9,4,17,5
626,62601,62604,-9,62602,62601,2023,1,8,1,4,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,343,0,0,0,0,0,2,-9,6
1751,175103,175104,-9,-9,-9,2023,1,18,0,0,0,3,3,0,0,3,3,0,3.42,3.42,-9,-9,-999,-9,-9,-9,2023,0,0,-9,2,0,350,0,0,3.42,0,364.37,2,-9,6
8964,896401,896401,-9,-9,-9,2023,0,77,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,4,0,4909,0,0,0,0,438.94,4,35,10
4367,436701,436704,-9,436702,436701,2023,0,6,1,4,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2023,1,0,-9,2,0,898,0,0,0,0,0,2,-9,10
