idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
4054,405402,405403,-9,405402,405401,2021,0,23,0,0,1,2,0,0,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,1,804,0,0,0,0,669.71,2,-9,6
9740,974002,974003,-9,974002,974001,2021,0,21,0,0,1,3,0,0,0,5,2,0,0,0,-9,-9,-999,-9,-9,-9,2021,0,0,-9,2,1,1554,0,0,0,0,556.92,2,-9,4
243,24301,24304,-9,24302,24301,2021,0,0,1,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,2,0,1195,0,-9,0,0,0,-9,-9,5
5538,553802,553803,-9,553802,553801,2021,1,39,0,0,0,2,2,-9,0,4,4,8.220000000000001,8.220000000000001,0,-9,-9,-999,0,-9,-9,2021,1,40,-9,1,0,702,4.45,4.37,0,0,558.08,1,-9,4
11411,1141101,1141101,-9,-9,-9,2021,0,58,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,0,-9,-9,2021,0,0,-9,3,0,416,0,0,0,0,75.62,3,18,6
13164,1316401,1316401,-9,-9,-9,2021,0,73,0,0,0,1,1,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,540,0,0,0,0,466.75,4,38,10
9103,910301,910301,-9,-9,-9,2021,0,68,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,273,0,-9,0,0,383.82,-9,30,10
11906,1190601,1190601,-9,-9,-9,2021,0,68,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2021,1,0,-9,4,0,308,0,0,0,0,402.05,4,39,6
4449,444903,444904,-9,444902,444901,2021,1,34,0,0,0,2,2,-9,0,4,3,7.33,7.33,0,-9,-9,-999,0,-9,-9,2021,0,50,-9,1,0,3861,1.9,1.84,0,0,311.51,1,3,2
2183,218301,218301,-9,-9,-9,2021,0,39,0,1,0,2,2,-9,0,4,3,0,5.95,5.95,-9,-9,-999,0,-9,-9,2021,0,0,-9,3,0,679,0,0,5.95,0,445.41,3,-9,10
