idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
1,101,101,-9,-9,-9,2011,1,63,0,0,0,3,3,-9,1,2,1,0,0,0,-9,-9,-999,0,-9,-9,2011,1,0,-9,3,0,1319,0,0,0,0,213.68,3,30,10
5730,573001,573004,-9,573002,573001,2011,0,14,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2011,1,0,-9,2,0,775,0,-9,0,0,0,-9,-9,10
5094,509401,509401,-9,509403,509402,2011,0,24,0,0,0,1,1,-9,0,5,3,4.01,4.01,0,-9,-9,-999,0,-9,-9,2011,1,50,-9,1,0,464,.18,.15,0,0,103.47,1,4,6
8020,802001,802005,-9,802001,802002,2011,1,8,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2011,1,0,-9,2,0,361,0,0,0,0,0,2,-9,10
6752,675202,675203,-9,675202,675201,2011,1,40,0,0,0,2,2,-9,0,5,4,6.88,6.88,0,-9,-9,-999,0,-9,-9,2011,1,40,-9,1,0,2697,3.69,3.18,0,0,307.75,1,22,4
1518,151801,151803,-9,151802,151801,2011,1,14,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2011,0,0,-9,2,0,2474,0,0,0,0,0,2,-9,5
1078,107802,107802,-9,-9,107801,2011,1,38,0,0,0,2,2,-9,0,3,4,7.32,7.32,0,-9,-9,-999,0,-9,-9,2011,1,40,-9,1,0,385,2.37,2.31,0,0,399.53,1,12,5
8714,871402,871402,-9,-9,871401,2011,0,18,0,0,0,2,2,-9,0,4,3,0,4.57,4.57,-9,-9,-999,0,-9,-9,2011,0,0,-9,3,1,973,0,0,4.57,0,985.6700000000001,1,1,4
3024,302401,302405,-9,302402,302401,2011,1,4,1,3,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2011,1,0,-9,2,0,520,0,0,0,0,0,2,-9,4
951,95102,95103,-9,95101,95102,2011,1,37,0,0,0,2,2,-9,0,4,4,6.29,6.29,0,-9,-9,-999,0,-9,-9,2011,1,40,-9,1,0,958,2.49,3.22,0,0,333.44,1,-9,10
61,6101,6105,-9,6102,6101,2011,0,15,0,2,0,3,3,1,0,4,4,0,0,0,-9,-9,-999,-9,-9,-9,2011,1,0,-9,3,0,695,0,0,0,0,0,2,-9,10
11014,1101401,1101408,-9,1101402,1101401,2011,0,6,0,4,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2011,1,0,-9,2,0,386,0,0,0,0,0,2,-9,10
