idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
8082,808201,808204,-9,808202,808201,2012,1,3,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,608,0,-9,0,0,0,-9,-9,10
8884,888401,888402,-9,888401,-9,2012,1,15,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,783,0,0,0,0,0,2,-9,10
6007,600701,600704,-9,600702,600701,2012,0,6,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,861,0,0,0,0,0,2,-9,10
2494,249402,249402,-9,-9,-9,2012,1,60,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,3,0,1091,0,-9,0,0,113.88,-9,21,10
1699,169901,169904,-9,169902,169901,2012,1,13,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,0,0,-9,2,0,435,0,0,0,0,0,2,-9,10
9098,909801,909801,-9,-9,-9,2012,0,40,0,0,0,2,2,-9,0,3,4,7.69,7.69,0,-9,-9,-999,0,-9,-9,2012,1,40,-9,1,0,2399,3.72,3.63,0,0,506.14,1,24,10
9103,910301,910301,-9,-9,-9,2012,0,64,0,0,0,2,2,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,4,0,1503,0,-9,0,0,354.86,-9,32,10
4306,430601,430605,-9,430602,430601,2012,1,6,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,894,0,0,0,0,0,2,-9,5
6568,656802,656802,-9,656801,-9,2012,1,41,0,0,0,2,2,-9,0,2,1,0,0,0,-9,-9,-999,0,-9,-9,2012,1,0,-9,3,0,438,0,0,0,0,184.5,1,23,4
9147,914701,914704,-9,914702,914701,2012,0,14,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,516,0,-9,0,0,0,-9,-9,4
10257,1025701,1025704,-9,1025702,1025701,2012,0,11,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2012,1,0,-9,2,0,735,0,0,0,0,0,2,-9,2
