idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
2884,288401,288403,-9,288401,288402,2015,0,3,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,2088,0,-9,0,0,0,-9,-9,10
10489,1048902,1048902,-9,1048901,-9,2015,0,44,0,0,0,1,1,-9,0,4,4,7.02,7.02,0,-9,-9,-999,0,-9,-9,2015,1,40,-9,1,0,2284,3.32,3.18,0,0,472.1,1,26,10
1,102,103,-9,101,102,2015,1,31,0,0,0,2,2,-9,0,4,3,6.33,6.33,0,-9,-9,-999,-9,-9,-9,2015,1,60,-9,1,1,1542,.74,-9,0,0,154.41,-9,-9,2
2882,288201,288201,-9,-9,-9,2015,1,90,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,539,0,0,0,0,337.59,4,35,2
21,2101,2103,-9,2101,2102,2015,1,3,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,0,0,-9,2,0,2221,0,-9,0,0,0,-9,-9,10
7932,793201,793203,-9,793201,793202,2015,0,12,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1686,0,0,0,0,0,2,-9,6
9893,989302,989303,-9,989302,989301,2015,1,45,0,0,0,2,2,-9,0,5,3,6.2,6.2,0,-9,-9,-999,-9,-9,-9,2015,1,40,-9,1,0,746,2.22,-9,0,0,177.95,-9,-9,10
2881,288101,288101,-9,-9,-9,2015,0,62,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,0,506,0,0,0,0,314.69,3,8,2
2327,232701,232701,-9,-9,-9,2015,0,85,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,0,0,-9,4,0,594,0,0,0,0,249.42,4,0,2
10183,1018301,1018303,-9,1018301,1018302,2015,0,3,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,473,0,0,0,0,0,2,-9,10
9400,940001,940003,-9,940002,940001,2015,0,9,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,4428,0,-9,0,0,0,-9,-9,10
4880,488003,488003,-9,488001,-9,2015,1,24,0,0,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,3,1,2016,0,-9,0,0,121.6,-9,1,6
6260,626003,626004,-9,626002,626001,2015,0,21,0,0,0,2,2,-9,0,4,4,6.19,6.19,0,-9,-9,-999,0,-9,-9,2015,1,40,-9,1,1,1453,2.8,2.49,0,0,305.35,1,-9,10
2879,287901,287901,-9,-9,-9,2015,0,19,0,0,0,2,2,1,0,4,4,6.97,6.97,0,-9,-9,-999,-9,-9,-9,2015,1,30,-9,1,0,2023,4.9,0,0,0,462.06,2,2,4
50,5001,5001,-9,-9,-9,2015,0,43,0,0,0,1,1,-9,0,5,5,8.790000000000001,8.790000000000001,0,-9,-9,-999,-9,-9,-9,2015,1,40,-9,1,0,2390,4.56,-9,0,0,705.1900000000001,-9,25,2
10761,1076102,1076106,-9,-9,-9,2015,0,73,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,2555,0,-9,0,0,629.79,-9,40,4
8502,850202,850206,-9,850203,850202,2015,1,12,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1087,0,-9,0,0,0,-9,-9,6
2842,284202,284202,-9,284201,-9,2015,1,22,0,0,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,0,384,0,0,0,0,638.5700000000001,1,3,2
1260,126001,126002,-9,126001,-9,2015,1,15,0,1,1,3,0,-9,0,5,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,617,0,-9,0,0,0,-9,-9,10
2974,297401,297401,-9,-9,-9,2015,0,85,0,0,0,3,3,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,848,0,0,0,0,379.96,4,45,10
3705,370501,370504,-9,370502,370501,2015,1,12,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1383,0,-9,0,0,0,-9,-9,6
502,50201,50203,-9,50202,50201,2015,1,1,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1267,0,0,0,0,0,2,-9,5
7904,790402,790403,-9,790402,790401,2015,1,19,0,0,1,3,0,-9,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,1,446,0,-9,0,0,199.9,-9,-9,10
9281,928103,928103,-9,928101,-9,2015,0,18,0,0,0,3,3,-9,0,4,3,4.92,4.92,0,-9,-9,-999,-9,-9,-9,2015,0,40,-9,1,1,333,.42,-9,0,0,119.99,-9,0,10
3930,393001,393004,-9,393002,393001,2015,0,5,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,413,0,0,0,0,0,2,-9,10
11373,1137301,1137304,-9,1137301,1137302,2015,0,5,1,3,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1761,0,-9,0,0,0,-9,-9,10
11194,1119402,1119403,-9,1119402,1119401,2015,1,28,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,1,1704,0,0,0,0,418.77,3,-9,5
2870,287001,287005,-9,287002,287001,2015,1,15,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,570,0,0,0,0,0,2,-9,5
6675,667503,667503,-9,667502,-9,2015,1,31,0,0,0,2,2,-9,0,3,4,6.16,6.16,0,-9,-9,-999,0,-9,-9,2015,1,48,-9,1,0,501,2.17,1.58,0,0,182.41,1,-9,10
2298,229802,229802,-9,-9,-9,2015,0,81,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,291,0,0,0,0,296.81,4,-9,10
558,55801,55807,-9,55801,55802,2015,1,1,2,5,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,0,0,-9,2,0,840,0,-9,0,0,0,-9,-9,10
3689,368901,368904,-9,368902,368901,2015,0,17,0,1,1,3,0,0,0,5,5,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,658,0,0,0,0,0,2,-9,10
8817,881703,881703,-9,881702,-9,2015,0,24,0,0,0,1,1,-9,0,4,3,6.56,6.56,0,-9,-9,-999,-9,-9,-9,2015,1,40,-9,1,1,1051,2.32,-9,0,0,206.96,-9,4,2
7794,779401,779403,-9,779402,779401,2015,0,3,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1690,0,0,0,0,0,2,-9,6
821,82101,82103,-9,82102,82101,2015,0,13,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,0,0,-9,2,0,341,0,0,0,0,0,2,-9,2
9501,950101,950101,-9,-9,-9,2015,0,77,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,319,0,-9,0,0,742.33,-9,40,2
8042,804202,804202,-9,804201,-9,2015,1,39,0,0,0,2,2,-9,1,1,1,0,0,0,-9,-9,-999,0,-9,-9,2015,0,0,-9,3,0,450,0,0,0,0,290.44,3,-9,10
3369,336901,336903,-9,336902,336901,2015,1,15,0,1,1,3,0,0,0,5,4,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,562,0,0,0,0,0,2,-9,10
2737,273702,273703,-9,273702,273701,2015,1,19,0,0,0,2,2,-9,0,5,3,5.63,5.63,0,-9,-9,-999,0,-9,-9,2015,1,42,-9,1,1,598,2.23,2.22,0,0,181.87,1,2,2
11529,1152902,1152903,-9,1152902,1152901,2015,0,40,0,0,0,1,1,-9,0,4,5,7.850000000000001,7.850000000000001,0,-9,-9,-999,0,-9,-9,2015,1,30,-9,1,0,1426,6.36,4.56,0,0,875.59,1,18,4
15,1501,1501,-9,-9,-9,2015,0,64,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,197,0,0,0,0,230.49,4,-9,5
11101,1110103,1110103,-9,1110102,-9,2015,0,25,0,0,0,2,2,-9,0,5,4,7.49,7.49,0,-9,-9,-999,0,-9,-9,2015,1,40,-9,1,1,549,3.79,2.9,0,0,310.05,1,4,6
7505,750501,750501,-9,750502,-9,2015,1,54,0,0,0,2,2,-9,0,4,3,7.18,7.18,0,-9,-9,-999,0,-9,-9,2015,1,60,-9,1,0,927,1.66,1.49,0,0,308.39,1,23,10
3889,388903,388903,-9,388902,-9,2015,1,19,0,0,1,3,0,-9,0,4,3,0,5.54,5.54,-9,-9,-999,-9,-9,-9,2015,0,0,-9,2,1,1415,0,-9,5.54,0,394.49,-9,-9,10
784,78402,78403,-9,78402,78401,2015,0,26,0,0,0,2,2,-9,0,5,3,4.9,4.9,0,-9,-9,-999,-9,-9,-9,2015,1,50,-9,1,1,1443,.47,-9,0,0,361.04,-9,-9,4
7544,754402,754403,-9,-9,-9,2015,0,83,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,389,0,0,0,0,291.95,4,-9,2
7940,794001,794004,-9,794002,794001,2015,0,2,1,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,2,0,1437,0,-9,0,0,0,-9,-9,6
5165,516502,516503,-9,516501,516502,2015,1,44,0,0,0,3,3,-9,0,5,1,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,0,315,0,0,0,0,259.56,3,-9,10
8859,885901,885903,-9,885901,885902,2015,1,17,0,2,0,3,3,-9,0,4,4,0,0,0,-9,-9,-999,1,-9,-9,2015,1,0,-9,2,0,334,0,0,0,0,0,3,-9,2
6504,650401,650401,-9,-9,-9,2015,0,89,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,620,0,0,0,0,316.14,4,33,10
10168,1016801,1016801,-9,-9,-9,2015,0,65,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,0,808,0,0,0,0,277.33,3,32,4
9611,961102,961102,-9,-9,-9,2015,0,78,0,0,0,3,3,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2015,1,0,-9,4,0,185,0,0,0,0,115.67,4,-9,4
18,1802,1803,-9,1802,1801,2015,1,21,0,0,0,2,2,-9,0,5,2,0,0,0,-9,-9,-999,0,-9,-9,2015,1,0,-9,3,1,289,0,0,0,0,397.97,3,-9,10
226,22601,22601,-9,-9,-9,2015,1,79,0,0,0,3,3,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2015,0,0,-9,4,0,1374,0,-9,0,0,295.23,-9,42,6
